Date,Close
02/01/2018 16:00:00,292.95
03/01/2018 16:00:00,309
04/01/2018 16:00:00,307.11
05/01/2018 16:00:00,313.79
08/01/2018 16:00:00,318.47
09/01/2018 16:00:00,319.37
10/01/2018 16:00:00,321.8
11/01/2018 16:00:00,325.5
12/01/2018 16:00:00,327.34
16/01/2018 16:00:00,327.37
17/01/2018 16:00:00,334.63
18/01/2018 16:00:00,337.53
19/01/2018 16:00:00,343.87
22/01/2018 16:00:00,330
23/01/2018 16:00:00,328.71
24/01/2018 16:00:00,329.53
25/01/2018 16:00:00,333.97
26/01/2018 16:00:00,330.23
29/01/2018 16:00:00,332.33
30/01/2018 16:00:00,322.08
31/01/2018 16:00:00,324.76
01/02/2018 16:00:00,314.72
02/02/2018 16:00:00,311.64
05/02/2018 16:00:00,300.3
06/02/2018 16:00:00,304.33
07/02/2018 16:00:00,272.21
08/02/2018 16:00:00,266.01
09/02/2018 16:00:00,255.46
12/02/2018 16:00:00,254.45
13/02/2018 16:00:00,251.33
14/02/2018 16:00:00,289.91
15/02/2018 16:00:00,286.65
16/02/2018 16:00:00,305.63
20/02/2018 16:00:00,317.57
21/02/2018 16:00:00,320.96
22/02/2018 16:00:00,313.91
23/02/2018 16:00:00,315.82
26/02/2018 16:00:00,311.89
27/02/2018 16:00:00,319.15
28/02/2018 16:00:00,318.41
01/03/2018 16:00:00,313.26
02/03/2018 16:00:00,319.99
05/03/2018 16:00:00,320.16
06/03/2018 16:00:00,318.04
07/03/2018 16:00:00,319.95
08/03/2018 16:00:00,321.86
09/03/2018 16:00:00,322.16
12/03/2018 16:00:00,323.76
13/03/2018 16:00:00,326.8
14/03/2018 16:00:00,319.66
15/03/2018 16:00:00,318.91
16/03/2018 16:00:00,320.2
19/03/2018 16:00:00,316.8
20/03/2018 16:00:00,320.17
21/03/2018 16:00:00,334.52
22/03/2018 16:00:00,336.71
23/03/2018 16:00:00,322.3
26/03/2018 16:00:00,327.86
27/03/2018 16:00:00,322.96
28/03/2018 16:00:00,319.51
29/03/2018 16:00:00,323.11
02/04/2018 16:00:00,311.16
03/04/2018 16:00:00,316.66
04/04/2018 16:00:00,325.84
05/04/2018 16:00:00,327.71
06/04/2018 16:00:00,318.07
09/04/2018 16:00:00,317.1
10/04/2018 16:00:00,321.77
11/04/2018 16:00:00,321.75
12/04/2018 16:00:00,325.08
13/04/2018 16:00:00,318.36
16/04/2018 16:00:00,326.6
17/04/2018 16:00:00,334.61
18/04/2018 16:00:00,339.36
19/04/2018 16:00:00,338.46
20/04/2018 16:00:00,331.95
23/04/2018 16:00:00,330.71
24/04/2018 16:00:00,333.1
25/04/2018 16:00:00,339.52
26/04/2018 16:00:00,422.5
27/04/2018 16:00:00,427.35
30/04/2018 16:00:00,423.33
01/05/2018 16:00:00,426.01
02/05/2018 16:00:00,421.22
03/05/2018 16:00:00,419.42
04/05/2018 16:00:00,420.41
07/05/2018 16:00:00,419.62
08/05/2018 16:00:00,424.42
09/05/2018 16:00:00,424.69
10/05/2018 16:00:00,422.67
11/05/2018 16:00:00,424.9
14/05/2018 16:00:00,425.06
15/05/2018 16:00:00,426.56
16/05/2018 16:00:00,444.67
17/05/2018 16:00:00,438.58
18/05/2018 16:00:00,438.58
21/05/2018 16:00:00,433.86
22/05/2018 16:00:00,433.44
23/05/2018 16:00:00,435.51
24/05/2018 16:00:00,433.43
25/05/2018 16:00:00,428.96
29/05/2018 16:00:00,433.01
30/05/2018 16:00:00,436.61
31/05/2018 16:00:00,430.18
01/06/2018 16:00:00,438.62
04/06/2018 16:00:00,443.83
05/06/2018 16:00:00,453.34
06/06/2018 16:00:00,453.82
07/06/2018 16:00:00,448.28
08/06/2018 16:00:00,453.38
11/06/2018 16:00:00,466.64
12/06/2018 16:00:00,466.3
13/06/2018 16:00:00,457.3
14/06/2018 16:00:00,460.44
15/06/2018 16:00:00,462.01
18/06/2018 16:00:00,468.46
19/06/2018 16:00:00,469.22
20/06/2018 16:00:00,465.5
21/06/2018 16:00:00,463.16
22/06/2018 16:00:00,469.94
25/06/2018 16:00:00,454.17
26/06/2018 16:00:00,461.7
27/06/2018 16:00:00,457.24
28/06/2018 16:00:00,428.36
29/06/2018 16:00:00,431.37
02/07/2018 16:00:00,442.82
03/07/2018 13:00:00,448.95
05/07/2018 16:00:00,448.02
06/07/2018 16:00:00,451.04
09/07/2018 16:00:00,463.89
10/07/2018 16:00:00,454.21
11/07/2018 16:00:00,457.18
12/07/2018 16:00:00,459.05
13/07/2018 16:00:00,457.21
16/07/2018 16:00:00,452.06
17/07/2018 16:00:00,452.54
18/07/2018 16:00:00,453.58
19/07/2018 16:00:00,454.83
20/07/2018 16:00:00,451.19
23/07/2018 16:00:00,456.59
24/07/2018 16:00:00,449.48
25/07/2018 16:00:00,451.63
26/07/2018 16:00:00,446.76
27/07/2018 16:00:00,472.3
30/07/2018 16:00:00,465.47
31/07/2018 16:00:00,433.66
01/08/2018 16:00:00,442.63
02/08/2018 16:00:00,460.38
03/08/2018 16:00:00,463.27
06/08/2018 16:00:00,475.25
07/08/2018 16:00:00,478.02
08/08/2018 16:00:00,487.57
09/08/2018 16:00:00,487.68
10/08/2018 16:00:00,485.47
13/08/2018 16:00:00,484.66
14/08/2018 16:00:00,493.32
15/08/2018 16:00:00,525.89
16/08/2018 16:00:00,502.7
17/08/2018 16:00:00,510.44
20/08/2018 16:00:00,515.75
21/08/2018 16:00:00,518.9
22/08/2018 16:00:00,523.58
23/08/2018 16:00:00,518.04
24/08/2018 16:00:00,520.71
27/08/2018 16:00:00,495.6
28/08/2018 16:00:00,494.09
29/08/2018 16:00:00,487.65
30/08/2018 16:00:00,483.99
31/08/2018 16:00:00,475.18
04/09/2018 16:00:00,477.49
05/09/2018 16:00:00,477.88
06/09/2018 16:00:00,481.05
07/09/2018 16:00:00,482.03
10/09/2018 16:00:00,489.12
11/09/2018 16:00:00,488.23
12/09/2018 16:00:00,494.77
13/09/2018 16:00:00,495.94
14/09/2018 16:00:00,491.56
17/09/2018 16:00:00,488.32
18/09/2018 16:00:00,491.49
19/09/2018 16:00:00,490.6
20/09/2018 16:00:00,480.1
21/09/2018 16:00:00,467.37
24/09/2018 16:00:00,465.89
25/09/2018 16:00:00,465.62
26/09/2018 16:00:00,467.91
27/09/2018 16:00:00,465.4
28/09/2018 16:00:00,454.52
01/10/2018 16:00:00,446.97
02/10/2018 16:00:00,436.37
03/10/2018 16:00:00,436.44
04/10/2018 16:00:00,447.77
05/10/2018 16:00:00,449.36
08/10/2018 16:00:00,448.56
09/10/2018 16:00:00,447.09
10/10/2018 16:00:00,434.21
11/10/2018 16:00:00,433.93
12/10/2018 16:00:00,435.71
15/10/2018 16:00:00,431.74
16/10/2018 16:00:00,433.95
17/10/2018 16:00:00,429.85
18/10/2018 16:00:00,431.73
19/10/2018 16:00:00,428.54
22/10/2018 16:00:00,431.19
23/10/2018 16:00:00,434.29
24/10/2018 16:00:00,413
25/10/2018 16:00:00,423.88
26/10/2018 16:00:00,438.38
29/10/2018 16:00:00,440.87
30/10/2018 16:00:00,461.77
31/10/2018 16:00:00,460.33
01/11/2018 16:00:00,472.62
02/11/2018 16:00:00,476.39
05/11/2018 16:00:00,469.65
06/11/2018 16:00:00,474.15
07/11/2018 16:00:00,477.49
08/11/2018 16:00:00,478.3
09/11/2018 16:00:00,490.76
12/11/2018 16:00:00,489.67
13/11/2018 16:00:00,484.82
14/11/2018 16:00:00,479.32
15/11/2018 16:00:00,472.3
16/11/2018 16:00:00,472.76
19/11/2018 16:00:00,465.87
20/11/2018 16:00:00,461.63
21/11/2018 16:00:00,471.26
23/11/2018 13:00:00,471.42
26/11/2018 16:00:00,466.02
27/11/2018 16:00:00,473.45
28/11/2018 16:00:00,490.52
29/11/2018 16:00:00,482.56
30/11/2018 16:00:00,473.21
03/12/2018 16:00:00,475.38
04/12/2018 16:00:00,468.35
06/12/2018 16:00:00,469.94
07/12/2018 16:00:00,467.43
10/12/2018 16:00:00,475.15
11/12/2018 16:00:00,472.35
12/12/2018 16:00:00,471.31
13/12/2018 16:00:00,472.73
14/12/2018 16:00:00,457.83
17/12/2018 16:00:00,443.5
18/12/2018 16:00:00,443.8
19/12/2018 16:00:00,427.05
20/12/2018 16:00:00,400.77
21/12/2018 16:00:00,394.42
24/12/2018 13:00:00,385.84
26/12/2018 16:00:00,405.72
27/12/2018 16:00:00,414.55
28/12/2018 16:00:00,424.19
31/12/2018 16:00:00,431.79
02/01/2019 16:00:00,443.36
03/01/2019 16:00:00,439.45
04/01/2019 16:00:00,455
07/01/2019 16:00:00,485.15
08/01/2019 16:00:00,497.37
09/01/2019 16:00:00,498.48
10/01/2019 16:00:00,509.62
11/01/2019 16:00:00,506.95
14/01/2019 16:00:00,501.99
15/01/2019 16:00:00,514.49
16/01/2019 16:00:00,514.82
17/01/2019 16:00:00,517.66
18/01/2019 16:00:00,513.24
22/01/2019 16:00:00,520.08
23/01/2019 16:00:00,521.37
24/01/2019 16:00:00,533.39
25/01/2019 16:00:00,543.37
28/01/2019 16:00:00,532
29/01/2019 16:00:00,530.06
30/01/2019 16:00:00,532.98
31/01/2019 16:00:00,529.61
01/02/2019 16:00:00,527.2
04/02/2019 16:00:00,527.92
05/02/2019 16:00:00,526.65
06/02/2019 16:00:00,526.06
07/02/2019 16:00:00,585.78
08/02/2019 16:00:00,582.77
11/02/2019 16:00:00,603.36
12/02/2019 16:00:00,593.66
13/02/2019 16:00:00,599.62
14/02/2019 16:00:00,604.43
15/02/2019 16:00:00,605.89
19/02/2019 16:00:00,599.46
20/02/2019 16:00:00,597.74
21/02/2019 16:00:00,601.19
22/02/2019 16:00:00,600.22
25/02/2019 16:00:00,596.66
26/02/2019 16:00:00,599.5
27/02/2019 16:00:00,599.28
28/02/2019 16:00:00,607.53
01/03/2019 16:00:00,611.63
04/03/2019 16:00:00,618.85
05/03/2019 16:00:00,616.01
06/03/2019 16:00:00,613.41
07/03/2019 16:00:00,609.53
08/03/2019 16:00:00,616.44
11/03/2019 16:00:00,616.88
12/03/2019 16:00:00,630.99
13/03/2019 16:00:00,637.07
14/03/2019 16:00:00,642.39
15/03/2019 16:00:00,639
18/03/2019 16:00:00,655.8
19/03/2019 16:00:00,665.86
20/03/2019 16:00:00,665.79
21/03/2019 16:00:00,670.45
22/03/2019 16:00:00,671.46
25/03/2019 16:00:00,676.77
26/03/2019 16:00:00,688.82
27/03/2019 16:00:00,697.87
28/03/2019 16:00:00,702.51
29/03/2019 16:00:00,710.31
01/04/2019 16:00:00,705.74
02/04/2019 16:00:00,704.8
03/04/2019 16:00:00,705.64
04/04/2019 16:00:00,703.38
05/04/2019 16:00:00,708.37
08/04/2019 16:00:00,714.68
09/04/2019 16:00:00,710.67
10/04/2019 16:00:00,718.85
11/04/2019 16:00:00,707.53
12/04/2019 16:00:00,712.44
15/04/2019 16:00:00,712.27
16/04/2019 16:00:00,706.48
17/04/2019 16:00:00,688.21
18/04/2019 16:00:00,700
22/04/2019 16:00:00,701.67
23/04/2019 16:00:00,702.46
24/04/2019 16:00:00,709.75
25/04/2019 16:00:00,678.07
26/04/2019 16:00:00,676.79
29/04/2019 16:00:00,677.9
30/04/2019 16:00:00,688.04
01/05/2019 16:00:00,688.56
02/05/2019 16:00:00,707.87
03/05/2019 16:00:00,709.52
06/05/2019 16:00:00,716.67
07/05/2019 16:00:00,706.52
08/05/2019 16:00:00,709.57
09/05/2019 16:00:00,705.13
10/05/2019 16:00:00,705.44
13/05/2019 16:00:00,687.27
14/05/2019 16:00:00,703.18
15/05/2019 16:00:00,705.89
16/05/2019 16:00:00,708.93
17/05/2019 16:00:00,715.91
20/05/2019 16:00:00,718
21/05/2019 16:00:00,715
22/05/2019 16:00:00,706.04
23/05/2019 16:00:00,667.12
24/05/2019 16:00:00,662.56
28/05/2019 16:00:00,680.07
29/05/2019 16:00:00,667.97
30/05/2019 16:00:00,678
31/05/2019 16:00:00,659.97
03/06/2019 16:00:00,641.66
04/06/2019 16:00:00,662.18
05/06/2019 16:00:00,679.48
06/06/2019 16:00:00,692.18
07/06/2019 16:00:00,709.87
10/06/2019 16:00:00,720.52
11/06/2019 16:00:00,729.24
12/06/2019 16:00:00,737.74
13/06/2019 16:00:00,732.29
